villages,lat,lng
THIAKH,14.908855,-15.771968
Diambeye,14.1864516,-16.6586052
Ainoumane,15.020096,-16.282324
Sare samba cisse,13.334342,-15.282419
Gnolaneme,14.7389806,-17.4610313
Keur soce,13.9865,-16.0603
Sarė Sadio moudou,14.497401,-14.452362
Fassada,12.4997568,-15.557696
Ngoundoumane,13.995527,-15.719152
Diossong,41.8884176,-87.80226809999999
Keur malahine,14.908855,-15.771968
BAdiary,14.497401,-14.452362
Nguelou disse,13.8522276,-15.876004
Djignaki,14.7488177,-17.4711451
DAROU SAMBE,14.832029,-15.885219
Keurmoussandiaye,14.7802142,-17.1159605
Thioyéne,14.303292,-14.898275
Nguedj,14.01991,-16.766485
Missira demba,13.5238459,-13.511882
Djiabl,14.245842,-16.634575
Kaguit,12.401911,-16.403189
Keur  medoune  ndiaye  b,42.3770029,-71.11666009999999
Manael,15.009569,-12.5018
mbabanene,14.2431709,-15.3965581
Ourourbe,14.7204147,-17.4672218
Tallakh,39.659811,-104.963834
Tacoudiala,13.995527,-15.719152
SaoSoucouta,13.7821423,-16.4692997
Faraba,12.887103,-14.917382
Malicounda wolof,14.4842035,-16.9412098
Kalyr,14.9165428,-17.1203909
Djimbana,12.509809,-15.698576
Farabougou,14.25,-15.95
Kevoye,13.995527,-15.719152
Koudy,38.9113074,-77.0491336
Sinthiang Songa,13.3315419,-13.8245243
Ndarap,14.7902349,-17.2429976
Mbacke Ndiock,13.995527,-15.719152
Keur illo ka,38.9543439,-95.2557961
Touba   ngoundiara,13.961851,-15.83788
RISSO FALL,15.0923732,-16.6357618
Samba colo,39.612361,-104.893276
Kalyre,15.267932,-16.152376
Temento Ely,30.4132579,-91.1800023
Kaka,40.7794366,-73.963244
Yene,14.651375,-17.1837519
Mballo counda,12.9311243,-14.2014466
Lagnar' pokh,14.666424,-16.332558
Ngoundiane samel,14.718494,-16.737057
wendou,14.67231,-17.20784
Ndimb Dior,15.098306,-16.513803
Pape Gueye,29.9086885,-90.0685934
Narga,14.343634,-15.881716
Sao  Soucouta,13.7870492,-16.4779739
Fass kouteyene,14.691,-17.4543767
Nguelou mboubene,14.1652083,-16.0757749
Mbocky ndieme,13.911926,-15.449841
Ndiarga lambaye (ndiagne),15.4184221,-16.0728356
Bak Bak,14.2069519,-16.0214048
Samfal,34.0588036,-84.1712917
MÉDINA sili,14.444989,-17.015675
Ndienguene keur malobe,14.908855,-15.771968
Batara Kaba,14.7443828,-16.6143944
Same,40.798449,-73.9403449
Diakene ouolof,12.454697,-16.638454
Gawane Djida,14.212756,-15.111585
Thiakho     Thiofior,14.7498382,-17.4714214
Moudery,15.056726,-12.591721
Guediane ndiaye,14.3689284,-16.942111
FAOUNE,13.075033,-15.61002
Koboyel,13.0396236,-15.6940454
Sotokoye,13.659743,-15.769738
Mbacke Mbayare,14.8038531,-15.9053689
Dakateli,12.466667,-12.65
Bissary,12.993248,-15.710105
Loudia Ouoloff,12.511265,-16.602337
Yerimale,15.0680677,-12.8615504
Temento,12.7919928,-13.8346685
PAMBAL,14.968629,-16.89579
Keur samba rocky drame,13.943329,-16.014255
Paylar,38.1923549,-85.64639559999999
Hamdallaye mamadou,13.5568193,2.4066961
Mandina balante 2,12.5376359,-16.251493
Koutal guagne,14.085892,-16.068386
Thioffyore,38.943046,-77.0291751
Nguéguéye,15.450981,-15.989164
Sambagar,12.7033366,-12.2547919
Hamdallaye mamadou diallo 2,14.192155,-12.228227
Saremamadou egue,12.995899,-15.161333
Pouniar,14.840575,-16.531755
Mamakhono,13.1805159,-12.0561189
Polel Diaobe,15.269889,-13.000917
Pire goureye,15.0123286,-16.7323097
Keur Karime Ba,14.908855,-15.771968
Ndoka,38.4724719,-78.8775142
Thiamene ousmane,15.4789999,-15.8671954
Loudia  Ouoloff,12.511265,-16.602337
Bani diega,12.7618773,-15.1009142
Kafate,40.80368379999999,-73.953276
Eganga,41.6991133,-86.2387627
Kack,35.2862701,-86.3639907
Tawa fall,14.742191,-16.8971677
Maka baragueye,15.013215,-16.961071
Ndieulbert,14.7543231,-17.4932903
Ndienghéne keur malobé,14.908855,-15.771968
SINE LEYE KANE,14.832029,-15.885219
Lagnarboumag,14.666424,-16.332558
Carounate,12.471481,-16.522962
Dieymane,15.326223,-16.251764
Darou matar,16.0282465,-16.4832893
Bondji sinthiane,15.51037,-13.263462
Kamoya,12.872287,-15.878739
Fouloium,38.84233469999999,-104.736412
Ndiette ngohe,14.6286613,-16.2945562
Learning    Kaur me Doune ndiaye,56.1875112,-4.051706
Banane,40.8027448,-73.9507371
Koussanar,13.8679162,-14.0827096
Windows Bey,33.9415889,-118.40853
Ndigane    Serere,13.7486522,-16.4773988
Saly escale,14.4460157,-16.9889902
Médina ndrame,14.6821999,-17.450951
EBARACK,40.7794366,-73.963244
Thiamene,15.4789999,-15.8671954
Mande keur diegane thiaré,14.270251,-15.9406128
Nguick,15.82137,-16.181021
Sam mali,15.486596,-15.657897
Sinthiou moussa,15.3688083,-13.1365521
Lahi,14.7701521,-17.3606593
Ndiambour1,14.6674174,-17.4395282
Sam,45.0953319,-93.3747819
Sab Sabré,14.471748,-14.982339
Marigot,29.4259304,-98.495764
Belel Diawle,16.029159,-16.5038288
Thylla Warkhokh,14.8474389,-12.989615
Back Back,14.7283024,-17.4373409
Payoma,13.686106,-15.572626
Guethie,14.9026699,-12.4638538
Sare ngadiary,14.2,-16.083333
Boula tally,14.383333,-12.95
Dialocounda,14.4842035,-16.9412098
Diagaly  Mbowen,42.701848,-84.4821719
Médina Cherif,14.6821999,-17.450951
Ndieyene sirakh,14.709495,-16.658633
Mansakodji,14.1367815,-12.6216211
Médinatou salam,14.4431751,-16.9565206
Ndiorokh Ndoutane,14.497401,-14.452362
Darou salam 2,14.7578805,-17.4388037
Ndayar,14.5669418,-17.1262983
Ndiobene Ndeme,15.724629,-16.394213
Diamwely,14.786368,-17.311941
Ourour sinthiou,15.3688083,-13.1365521
Cabrousse nialou,12.3505299,-16.716631
Keur yoro soubou,13.734559,-16.022245
Ndiaback,14.497401,-14.452362
Missira,13.5238459,-13.511882
Keur birame,14.8284826,-15.8476614
Nguedji,4.0507229,9.6952582
Hamdallaye lomene,13.5568193,2.4066961
Ballou,14.7428345,-12.2404869
Sinthian guiro,15.51037,-13.263462
Syllacounda Diakha,12.6415985,-12.1268731
Kandiator,13.995527,-15.719152
Mbafaye,14.426406,-16.40464
Londiore,14.270251,-15.9406128
Kountada,12.9316814,-14.0827096
Douta,16.5411876,-16.1446242
Niangheme,15.077949,-16.3483069
Keur  medoune  ndiaye,15.685801,-16.053413
Boulal,15.25,-14.1
Nguethie,14.128458,-15.7439194
Mabo keur babou,13.9137639,-15.6676471
Keur  arouna  pene,14.908855,-15.771968
Diawre,15.0186358,-12.5441446
Nelby,14.7656214,-16.8911308
Dianyery Yoroya,28.3771857,-81.57074
Lamsar,16.1079573,-16.3471149
Fasse ferlo,15.8797334,-15.2502309
Dendey,38.5382322,-121.7617125
Niangene,15.077949,-16.3483069
Thilmakha,15.0379112,-16.2536853
Malemba,-8.034101,26.790893
Diatta,14.7499152,-17.3881991
Dendory,40.67446109999999,-73.94398629999999
Ndiagne,15.4184221,-16.0728356
bangakh,16.061951,-16.454944
Gapakh,45.545607,-73.561484
Ndimb    Korki,14.870318,-16.251078
Fin tel somb,14.5845291,-16.293844
Ngondiaye    Serere,14.497401,-14.452362
Ndomor,15.0635034,-16.8710173
Khondokhou,14.604585,-16.715111
Keur magueye,15.010633,-16.81723
Mbancouma,13.995527,-15.719152
Médina sily,14.444989,-17.015675
Keur baba ngoné,14.7802142,-17.1159605
Koussanar Soce,14.497401,-14.452362
Pelour  ( mboltime ),15.844095,-16.4348579
Diam  diam,14.147088,-15.283645
Diambour,13.983333,-15.816667
Boeud  dieng,14.7396137,-17.4727184
Thikogne,15.9650839,-13.594313
Mangnor,38.8867076,-77.0326074
Sinthiou Boure Bana,15.3688083,-13.1365521
Diaroume,12.9843119,-15.6163281
Koutal   Ngagne,13.8522276,-15.876004
Bogal,15.945914,-16.113876
Keur mbaye coumba,13.845253,-15.729005
Ndiarno ricadji 2,15.474907,-16.232817
TABADIANG,13.7760994,-15.6427189
Naide,14.973457,-15.878181
Nema Bah,38.8928441,-77.0403808
Keur  diogoye,14.1211666,-16.659117
AFE DIOP,40.0066723,-83.0304546
Keur ndiaye lo,14.7430342,-17.2450653
Mbodjiene,14.2304389,-16.8679899
Sinthiang Maoundé,15.51037,-13.263462
Bellel diawle,16.029159,-16.5038288
Besselel   Ndiawene,42.3770029,-71.11666009999999
Ndiarame,14.7902349,-17.2429976
Santhie    Sambou,15.0285048,-16.9011849
Sinthiou ifra,15.3688083,-13.1365521
Gamba gamba,38.8985658,-77.04428419999999
Ndangalma,14.7252639,-16.5672462
SINTHIANG Sara,15.51037,-13.263462
SAME GUEYENE,15.4370399,-15.2194808
Fadiacounda,13.6563464,-14.1589513
Diamane,14.641883,-16.552763
LONDIOR,14.270251,-15.9406128
Oudalaye,45.54561229999999,-73.56157300000001
Niakhar,14.47593,-16.403219
Gueule peulh,14.7902349,-17.2429976
Darou ndawene,16.0282465,-16.4832893
Touba Niane,14.9052887,-15.8877171
Ndienghene mody,-20.6880978,164.9435279
Santandiang,14.716677,-17.4676861
Tomboronkoto,48.4231485,-123.366676
Ndiarga lambaye,14.9493018,-16.8077852
Mandina  balante 2,12.5376359,-16.251493
Sare,43.2994285,-74.21793260000001
Samba Doguel,15.270038,-14.05063
Keur  Sountou,13.691138,-15.775662
Baila   Ndour,12.896587,-16.3531645
Keur  sidi  tall,14.908855,-15.771968
Keur Omar Sabaly,14.908855,-15.771968
AÉRÉ  POSTE,16.451,-14.319
KEREWANE,13.446536,-14.993978
Daga  Balla,13.948051,-15.607976
Diattafa,14.7499152,-17.3881991
Keur ibrahima mbaye,14.908855,-15.771968
Diagnri pont,14.7463835,-17.4589116
Ndiolhoba,15.771223,-16.420372
Keur   Bame,14.908855,-15.771968
Rao gare h1 wourou,15.922639,-16.3964218
Keur alassane diaw,14.908855,-15.771968
WORDE GODELE,25.7178924,-80.2746368
Keur    Ndery,14.908855,-15.771968
Etama,12.553095,-16.47727
Fass Dieguenne,14.691,-17.4543767
Touba Thiapato,14.8665572,-15.8994956
Kougany,-8.783195,34.508523
Keur    Soce,13.9865,-16.0603
Yarguouye,14.36715,-16.441645
Pakala,13.747717,-16.35994
Thysse,42.9391436,-89.3907939
Keur Ndene Ndao,14.908855,-15.771968
Kabiline 2,12.953219,-16.558695
Tatene mbambare,14.675627,-16.888346
Keur omar santhie,14.8475114,-15.8702692
Touba Kael Peulh,14.7119858,-15.9039005
Saly toro,14.4439458,-16.9961101
Thiaméne walo,15.4789999,-15.8671954
Rimbakh peulh,15.9156999,-15.8525154
Dioulafoundou,14.383333,-16.75
Touba  Sam,14.865665,-15.9068
Guide wouro,14.497401,-14.452362
Foumi Hara diobe,16.4989858,-14.502904
Keur sa rokhy,13.74372,-15.7732633
Fadia'Conda,40.8201966,-96.70047629999999
Soumnane,14.4850425,-17.074614
Kouthiaba wolof,13.9779361,-14.562614
Niro à tall,42.718982,-87.903021
Mbelode,13.8522276,-15.876004
Touba bantan gnlma,14.8665572,-15.8994956
Diacksao Aidara,14.7056421,-17.4551759
Doyoly,12.966667,-16.416667
Thieye  thieye,14.7384546,-17.4677088
Keur ngor tine,14.7559378,-17.5142743
Ndiayéne momath,14.819376,-16.445772
Keur   medoune   ndiaye   b,42.3770029,-71.11666009999999
Keur momar sarr,15.9230977,-15.9626436
Diakha  Madina,12.783333,-11.666667
Syllacounda,12.6415985,-12.1268731
Sine leye  kane,14.832029,-15.885219
Darourahmane,14.896447,-15.954114
Bambarayading,12.75,-15.166667
Médina  sy,14.08844,-15.29466
Koutal    Ngagne,13.8522276,-15.876004
Temento goundo,12.7919928,-13.8346685
Ngoye,14.6417724,-16.4346979
Thiolome ndiande,14.5916821,-16.2520438
Médina Ndiobene,14.176162,-15.35799
Labe thierno,11.3232042,-12.2891314
Yellingara,15.014655,-12.528425
Digane,13.879725,-16.121769
Boucotte diola,12.4159808,-16.748392
Lamsing,41.5661821,-87.5363015
Fass  ndiayene,41.4587113,-81.5645969
Thiedieng,33.9937575,-81.0299186
Nabadji Civol,15.7380034,-13.3905003
Keur Moussa Ly,14.7802142,-17.1159605
Yapen,-1.7469359,136.1709012
Niemenike,13.007048,-12.547053
SAME  GUEYENE,15.4370399,-15.2194808
Sare Tobo,12.9069027,-14.9466842
Sasse,44.4151208,-93.85230659999999
Médina alpha,14.6821999,-17.450951
Coura mouride,14.497401,-14.452362
Darou   cisse,13.886193,-16.231048
Keur ndiouga,14.908855,-15.771968
Kounghany,14.8415592,-12.4022404
Boudaye,13.930825,-16.182339
Niemeneke,14.0237471,-15.1873049
Notto gouye diama,14.993048,-17.005227
Keur  ngane,14.1429424,-16.087423
Mawa,38.913667,-77.021654
Thindy sambey,14.6964336,-16.4768577
Keur samba mbaye,13.943329,-16.014255
Sabadola,13.166667,-12.116667
Bouyouye,12.442989,-16.748943
Mboukhoutour,14.1864516,-16.6586052
Ndioukh thiorokh,14.4340744,-16.7927658
Soubacounda,13.7725888,-13.6710059
Meo meo,14.0233,-15.1083
Sab  ka,15.247223,-16.616926
Ngathie Peulh,14.497401,-14.452362
Médina tout salam2,14.6821999,-17.450951
Thiankhe,34.0953732,-118.3731763
Cagnout Ebrouaye,12.5512645,-16.6247095
Medinambayene,14.392586,-16.911368
Samoura,14.7437839,-17.509338
Béllé,45.5154553,-73.5623129
Darou Sahette,16.0282465,-16.4832893
Daga   Balla,13.948051,-15.607976
Keur   Ibrahima,40.6781264,-73.9852363
Mereto,13.8200177,-14.4388515
Namandry,14.1367815,-12.6216211
NDIOUM NGAINTH,16.5101114,-14.6500371
Mancolicounda,14.4842035,-16.9412098
Gorom 2,14.822827,-17.153837
Gade   panghar,14.90545,-16.3518009
Gawane ndodj,15.020773,-15.902403
Koffo,14.774572,-12.2939589
Sare sama,13.282822,-15.303216
Keur saloum diane,13.753866,-16.32563
Sare  kangnako,12.898393,-15.005666
Siriworo,14.7498382,-17.4714214
Keur thierno dieye,14.908855,-15.771968
Sam Fall,45.0953319,-93.3747819
Kolia,14.7034108,-17.4539902
Nargua,14.8416177,-15.8742244
Touba mbayard,14.8665572,-15.8994956
Madina toure,14.896225,-15.990265
Touba  bantan gnima,14.8665572,-15.8994956
Agnack,12.571675,-16.104181
Sere samber,13.2756591,-14.2933813
Thiaméne Ousmane,15.4789999,-15.8671954
Mbelbouk,14.272223,-16.258356
Darou rahmane,14.896447,-15.954114
Sinthiou dimbou (fass tobene),15.3688083,-13.1365521
Fasse ndiayene,14.538389,-15.716465
Sinthiou Polel,15.3688083,-13.1365521
Sare Sawindou,12.898393,-15.005666
Keur magaye,15.010633,-16.81723
Lansar-Ainoumane,14.7654117,-17.3923153
Sare Maoude Dandio,-0.049577,-78.7742537
.Mballo Counda,12.9311243,-14.2014466
Médina  kanene,14.6821999,-17.450951
Ndiene,15.326223,-16.251764
SARE DOULO,13.849943,-13.742584
Missira mboyenne,13.5238459,-13.511882
Dans alambic Bory,45.629364,-72.9907684
Palado,14.136021,-16.012509
Ngueyegueye,15.278264,-16.451439
Nguere,15.3961099,-15.1112776
Dialocouba,14.497401,-14.452362
Keur   Modou   Diamatou,15.661027,-16.036133
THIEYE THIEYE,14.7384546,-17.4677088
THIE CSSE,40.72951339999999,-73.9964609
Darou   Pakala,14.007478,-15.558228
Keur babou ngoné,13.916667,-15.216667
Koutal Ngagne,13.8522276,-15.876004
Ndiambour 2,14.6674174,-17.4395282
Khatta Nguinth,14.8072868,-16.925531
Kayemor,13.7712615,-15.5870096
Mengueye,16.0187611,-16.3588886
Samali,15.486596,-15.657897
Ngadiary,14.7306578,-17.4938651
Macina Seyni,38.8985658,-77.04428419999999
DIALAMBERE,12.827966,-14.248541
Sare wali kambadiou,51.540598,0.0324347
Bangnomba,16.061951,-16.454944
Ngor diaye   serrere,14.7441621,-17.5120556
Keur khaly sokhna,14.973351,-16.861231
Namandri,15.178288,-15.559558
Leur gane,14.7422891,-17.4709289
Beud  forage,15.181099,-16.5716
KEBE Thiylla,15.186339,-15.551219
Sinthiou Garba,15.5105914,-13.2606265
Kantar,14.747334,-17.5075953
Porame  peulh 2,-0.9577901,119.8381239
Keur Mar,14.908855,-15.771968
Keur Sountou,13.691138,-15.775662
Bodjene,51.7614518,-0.2483094
Darou pakathiar,14.832474,-17.051067
Diama  thiene,15.055022,-16.68219
Ngathie Peul,14.497401,-14.452362
Darou salam  diop,15.020773,-15.902403
Tomboronkoto sekhoto,14.664357,-17.4371223
Daga   Birame,14.633333,-17.133333
Médina Demba Billo,14.6821999,-17.450951
Bail Diop,40.714443,-74.006451
Mbatar,15.7781284,-16.2563475
Thiadia ndindy,14.8943707,-16.2036778
'Niankitte,12.972688,-16.229309
Talto,12.8997479,-14.9359544
Aliou Souare,42.3770029,-71.11666009999999
Gapasse,45.5154553,-73.5623129
Kiniabour 2,14.5714767,-17.0559502
Médina toure,14.896225,-15.990265
GUINTHE MATAR,14.7113167,-17.4687636
Darou  minam,14.093,-15.417
Sare bacary,12.832511,-15.063529
Ndiakhate,15.58681,-16.073109
Marina ndiaye,40.7794366,-73.963244
Darou  mbacke,14.8038531,-15.9053689
Dayane gassel,14.433333,-15.816667
Ndoffenne,13.919217,-15.9259271
Meo diobéne,14.566667,-16.1
KOUNAYAN,12.762421,-15.562685
Sinthiang mali,37.974424,-122.5364565
Poram peulh,15.574553,-14.804016
Khourou loumby,14.4415617,-15.8290298
Bandoulou Toucouleur,14.406261,-16.9595905
IBEL,12.5128679,-12.381681
Diake  Samba,14.266667,-15.75
Kamb,15.533333,-15.433333
Ndiayene,14.819376,-16.445772
Bissassou santo,12.584183,-15.424447
Mbediare,41.5661821,-87.5363015
PIRE  GOUREYE,15.0123286,-16.7323097
Thiofior,14.1864516,-16.6586052
Keur yoro khodio,14.7238506,-16.943389
NDIEDE,38.6127672,-90.25937979999999
Keur makatim,14.908855,-15.771968
Diakene Diola,12.442911,-16.6279429
NOTTO GOUYE DIAMA,14.993048,-17.005227
Ndramé,15.178288,-15.559558
Poram Lathie,15.574553,-14.804016
Missira Demba,13.5238459,-13.511882
Ndame LO,15.892493,-15.901859
Ndiorol Birane Diop,13.8317507,-16.3382851
Ndarrap,14.7902349,-17.2429976
Rao peulh H1 Rao,15.922639,-16.3964218
Temento Samba,12.7919928,-13.8346685
Francounda,14.497401,-14.452362
Sagnaneme,14.270251,-15.9406128
Darou cisse,13.886193,-16.231048
Ainnoumane,15.077949,-16.3483069
NGuer,14.133333,-15.816667
Drame,13.795803,-16.168142
Ndioum  Nguainth,16.5101114,-14.6500371
Mbapp,14.483333,-15.5
Sinthiou Dieka,15.3688083,-13.1365521
Ndiayene Sapeinda,14.819376,-16.445772
PADALAL,15.343811,-12.936265
Wandee,35.6810625,-105.9469694
Keur mady yacine,46.78174629999999,-71.2747424
Athiou thiambene,15.6016569,-13.3176868
Keur  Abdou   Mame,13.995527,-15.719152
Saremamadouegue,12.995899,-15.161333
Etune,46.547567,-113.9885169
Guele 2,14.85,-16.0
Sare Yira,13.1440754,-14.1059408
Darou   mbacke,14.8038531,-15.9053689
Madina,14.6821999,-17.450951
Kewelle,14.9349165,-16.5409596
Gott 1,13.7341923,-13.6592678
Bassoum,40.0066723,-83.0304546
Lislam,14.760996,-17.393216
Ndoffene,13.919217,-15.9259271
AFE  Diop,40.0066723,-83.0304546
Kathiane,14.497401,-14.452362
Darou matar  (keur matar fatou ),14.015789,-15.760206
WORDE,39.193142,-106.82142
Merina sall,15.0123286,-16.7323097
Mbar keur kao,14.908855,-15.771968
DJINANY,13.995527,-15.719152
Sinthiou polel,15.3688083,-13.1365521
Saredioulde,14.122354,-13.82566
Diaksao,14.4630791,-16.2904635
Santhie galgonie,15.0285048,-16.9011849
MBINDO,45.5125995,-73.56059549999999
Nema bah,38.8928441,-77.0403808
Back,41.80974459999999,-87.5981467
Foumi Hara Diobė,16.4989858,-14.502904
Diam diam,14.147088,-15.283645
Ngélogal Darou Minam,38.8985658,-77.04428419999999
Gouye gui,14.993048,-17.005227
Bellokho  hann,14.69789,-17.4369451
Sare Mody,40.8075355,-73.9625727
Keur Thierno Dieye,14.908855,-15.771968
Keur Sette Diabou,14.908855,-15.771968
Keur guary,14.908855,-15.771968
Doumga o alpha,15.830368,-13.4526219
MÉDINA mandah,13.894185,-15.407753
Khosanto,13.1336925,-11.967619
Keur mor kane,38.6487895,-90.31079620000001
Ndienguene Keur Malobe,14.908855,-15.771968
NIAGHA,14.8092631,-17.2518631
Guithe,29.6104376,-95.64093059999999
Darou Salam Diop,15.020773,-15.902403
Darou salam type,15.020773,-15.902403
Ndande fall,15.2768199,-16.5260001
Dialakhare,15.771223,-16.420372
Darou sambe,14.832029,-15.885219
Médina  koily,14.6821999,-17.450951
Birkama,12.5635092,-15.8422401
Lampsar,16.1079573,-16.3471149
DIAMWELLY,13.1440754,-14.1059408
H9 croisement de rao,15.922639,-16.3964218
Hamdallaye camara,14.192155,-12.228227
Thiaba,14.908855,-15.771968
Khay barka,38.8985658,-77.04428419999999
BLOC VILLAGE,32.7845366,-96.80042999999999
Sare Gueladio,12.974849,-14.926441
Belel Dady,34.068921,-118.4451811
Pouniar (ndiothie),14.840575,-16.531755
Kamatane bambara,14.19283,-16.1942999
Ndiebene toube wolof,15.9887925,-16.4420595
Haffé,13.8522276,-15.876004
Diokoul dionguene,15.3745907,-16.5164262
Keur Mor Ibra,16.3444,-15.41943
Dendeye  peulh,14.497401,-14.452362
Sambranbougou,48.4231485,-123.366676
Sabodala,13.166667,-12.116667
4Marsassoume Santo,12.836481,-15.9773322
Médina Bouli,14.6821999,-17.450951
Niamaya,13.866667,-16.633333
Sinthiang ifra,13.995527,-15.719152
Makhana,16.0884876,-16.3684552
Baiti,15.714302,-16.410536
Darou,16.0282465,-16.4832893
Ndieyene  sirakh,14.709495,-16.658633
Missirah boyéne,13.68042,-16.50128
Bruder forage,40.86935400000001,-96.72222000000001
Thiathiaw  kaba  keur ndiawrigne,14.908855,-15.771968
Terokh,45.478367,-73.5825911
SEGRE GATA,13.9995,-15.7337
Simbandi balante,12.550635,-15.740963
Keur lamine diamé,13.713799,-16.041658
Velingara,13.1440754,-14.1059408
Wande,16.2248747,-15.6881788
Porokhane,13.690613,-15.830055
Diabète   tallene,47.65401360000001,-122.311748
Maka   fall,15.980688,-16.463694
Ndayare,14.5669418,-17.1262983
Ngedie,37.3496418,-121.9389875
Bourofaye  Baynounck,12.510241,-16.27865
Affée,45.5154553,-73.5623129
Mbayene   diack,15.17734,-16.304724
Keur  bocal  barri,14.908855,-15.771968
Ndjigal,14.7902349,-17.2429976
Ndianoye,15.326223,-16.251764
Kandji,14.6695101,-17.437713
Danfa  Counda,13.919217,-15.9259271
Thiegue,14.908855,-15.771968
Mamath touré,14.725831,-16.220615
KANIKO MARONCOUNDA,12.589798,-15.594897
Daga   Youndoume   mbambara,40.798449,-73.9403449
Sakhaw,14.23725,-16.521246
Thir Nguél Siwol,16.0068567,-13.6878382
Keur Gallo,15.0337476,-16.4277792
Didiore,12.733333,-14.35
Darou salame doyoli,39.1623946,-84.54001339999999
Nguelou loyene,15.483478,-16.311165
H9 croissance de rao,15.922639,-16.3964218
Darou  salam  2,14.7578805,-17.4388037
Faranding,48.4231485,-123.366676
Pakham kouye1,14.4438949,102.72375
Sare sam niagha,37.09024,-95.712891
LANSAR,14.7496114,-17.3749044
Poram Peulh,15.574553,-14.804016
AFE DIOP NIANG,14.69115,-17.4706438
Gague,14.1201792,-16.35153
Prokhane peul,14.1707451,-16.1384433
MEDINA ALPHA MARY,13.1807648,-14.2932665
Belel  Diawle,16.029159,-16.5038288
Samba Ndiaye,38.8985658,-77.04428419999999
Mamarone,40.9408889,-73.74351469999999
Fouloume,12.8997479,-14.9359544
Maka mbaye,15.380245,-15.25965
Sam fall,45.0953319,-93.3747819
Keur  Bacari,15.495337,-16.384577
Faradianto,13.995527,-15.719152
Dimb  Gal,45.2157229,-92.127079
Babacar  ndiouck,14.69115,-17.4706438
Belel bamby,14.6959099,-16.4783497
Keur bourama bowbow,14.908855,-15.771968
Diamvely,15.389212,-13.050287
Parassel,14.132573,-15.976737
Gadiack,14.5349378,-16.5371315
Diaobe,12.9133385,-14.1611302
Daga youndoum oualof,40.7794366,-73.963244
Lambock 1,-8.650979,116.3249438
THIEMPENG,15.5833,-13.1333
Ndiokhba,40.7982133,-77.8599084
Diaymane,15.326223,-16.251764
Diara Pont,16.2248747,-15.6881788
Sinthiou boubou,14.275801,-12.806194
Baity Dakhar,14.9564939,-16.8171216
Missirah diakhily,13.68042,-16.50128
Thiengue,33.6474801,-96.5979639
Colobane la mbaye,14.6778353,-17.4579838
Keur aly samba,13.680992,-15.878883
Yene Todd,14.659116,-17.192074
Afia  Thiabecare,13.233333,-13.7
Mbar mbeguene,42.3398067,-71.0891717
Darou diop,15.05,-16.116667
Keur wakh,14.908855,-15.771968
Mayel,14.687512,-12.90313
Mbarigot,16.083054,-16.36447
Ngadiary ba,14.7306607,-17.4938658
Sagnole,14.7538535,-17.4536763
BAL DIOP,42.3770029,-71.11666009999999
Gueuth peulh,13.995527,-15.719152
Biambeye,33.6900271,-84.5095675
Santhie galgnie,15.0285048,-16.9011849
Thiawene,14.8213538,-15.9409127
Tourime,14.916667,-12.516667
Ndiambour 1,14.6674174,-17.4395282
Velingara ndialal,13.1440754,-14.1059408
Medina,14.6821999,-17.450951
Yene  Todd,14.659116,-17.192074
Sangharé,37.22838429999999,-80.42341669999999
Sanghaï,45.5154553,-73.5623129
Niobel,14.807617,-16.247444
Beud forage,15.181099,-16.5716
Nema ba,13.740911,-16.4792789
Yamane,16.105238,-15.989659
Nabadji,15.7380034,-13.3905003
Sare Guiro  yoba,12.768195,-15.10989
Mbacke mbayar,14.8038531,-15.9053689
Thiankhé Peulh,14.497401,-14.452362
Diama thieune,16.208203,-16.403782
Touba  sam,14.865665,-15.9068
Diama Gadio,14.6709349,-17.4326909
Keur guor diouf,40.8075355,-73.9625727
Tisse,14.7415424,-17.4338965
Tawfekh khey ga,32.1656221,-82.9000751
Mbilor,16.510908,-15.584742
Baligua,12.7538925,-16.2522143
Tobor,12.6594431,-16.2617759
Ndouf,14.725459,-16.668388
Mbanany,14.392586,-16.911368
Agnack  Petit,12.5683796,-16.1219048
Sare Yoba  Mballo,12.768195,-15.10989
NDEUR,15.1577742,-16.2098784
Touba bantan gnima,14.8665572,-15.8994956
Porokhane peulh,13.995527,-15.719152
NOTTO  GOUYE  DIAMA,14.993048,-17.005227
Méo diobéne,14.566667,-16.1
Briou,47.816147,1.473408
Gueyegueye,15.278264,-16.451439
Djidadji balante,12.485307,-15.621866
Mbame  serere,14.312093,-16.1644289
Touba Sam,14.865665,-15.9068
Keur seyni,14.908855,-15.771968
Keur Lahine Sakho,14.908855,-15.771968
Hamdallaye peulh,14.497401,-14.452362
Campement,14.5610881,-17.1063972
Ndimb Taba,15.6,-16.066667
Gorom,14.822827,-17.153837
Keur   Yoro    Soumbou,14.8013753,-16.9016156
Gouygui,40.802343,-73.9510933
Diayman,41.6127676,-71.45691459999999
Lakhar,14.7064836,-17.4599877
Lansar,14.7496114,-17.3749044
Gassane ndawene,14.8206267,-15.2926308
Thylla,15.516667,-15.916667
Khadji,14.7354947,-17.3005942
Thiere   fall,14.497401,-14.452362
Mousladji,14.9382726,-16.3172147
Pambal  amar,14.970118,-16.897433
Dayfa,36.186474,37.1554479
Sare Sambre,45.5154553,-73.5623129
Dar Salam,13.7228867,-13.5849104
Maka    fall,15.980688,-16.463694
Keur Soce,13.9865,-16.0603
Thiankou mbouro,15.1388454,-16.8775587
